,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B
2,0021900319,1610612740,Pelicans,NOP,New Orleans,265:00,26.0,8.0,22.0,52.0,29.0,14.0,14.0,66.0,9,6,29,29,1610612756,Suns,PHX,Phoenix,265:00,29.0,14.0,14.0,66.0,26.0,8.0,22.0,52.0,6,9,29,29
1,0021900320,1610612766,Hornets,CHA,Charlotte,240:00,19.0,15.0,8.0,32.0,32.0,10.0,16.0,50.0,6,5,16,21,1610612751,Nets,BKN,Brooklyn,240:00,32.0,10.0,16.0,50.0,19.0,15.0,8.0,32.0,5,6,21,16
2,0021900320,1610612751,Nets,BKN,Brooklyn,240:00,32.0,10.0,16.0,50.0,19.0,15.0,8.0,32.0,5,6,21,16,1610612766,Hornets,CHA,Charlotte,240:00,19.0,15.0,8.0,32.0,32.0,10.0,16.0,50.0,6,5,16,21
1,0021900321,1610612753,Magic,ORL,Orlando,240:00,17.0,14.0,11.0,36.0,11.0,8.0,15.0,40.0,9,7,13,19,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,8.0,15.0,40.0,17.0,14.0,11.0,36.0,7,9,19,13
2,0021900321,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,8.0,15.0,40.0,17.0,14.0,11.0,36.0,7,9,19,13,1610612753,Magic,ORL,Orlando,240:00,17.0,14.0,11.0,36.0,11.0,8.0,15.0,40.0,9,7,13,19
1,0021900322,1610612754,Pacers,IND,Indiana,240:00,18.0,2.0,14.0,46.0,12.0,25.0,5.0,48.0,9,5,18,17,1610612765,Pistons,DET,Detroit,240:00,12.0,25.0,5.0,48.0,18.0,2.0,14.0,46.0,5,9,17,18
2,0021900322,1610612765,Pistons,DET,Detroit,240:00,12.0,25.0,5.0,48.0,18.0,2.0,14.0,46.0,5,9,17,18,1610612754,Pacers,IND,Indiana,240:00,18.0,2.0,14.0,46.0,12.0,25.0,5.0,48.0,9,5,18,17
1,0021900323,1610612743,Nuggets,DEN,Denver,240:00,11.0,25.0,13.0,52.0,15.0,10.0,15.0,54.0,4,5,15,23,1610612738,Celtics,BOS,Boston,240:00,15.0,10.0,15.0,54.0,11.0,25.0,13.0,52.0,5,4,23,15
2,0021900323,1610612738,Celtics,BOS,Boston,240:00,15.0,10.0,15.0,54.0,11.0,25.0,13.0,52.0,5,4,23,15,1610612743,Nuggets,DEN,Denver,240:00,11.0,25.0,13.0,52.0,15.0,10.0,15.0,54.0,4,5,15,23
1,0021900324,1610612764,Wizards,WAS,Washington,240:00,22.0,9.0,11.0,50.0,18.0,21.0,2.0,54.0,4,7,20,13,1610612748,Heat,MIA,Miami,240:00,18.0,21.0,2.0,54.0,22.0,9.0,11.0,50.0,7,4,13,20
2,0021900324,1610612748,Heat,MIA,Miami,240:00,18.0,21.0,2.0,54.0,22.0,9.0,11.0,50.0,7,4,13,20,1610612764,Wizards,WAS,Washington,240:00,22.0,9.0,11.0,50.0,18.0,21.0,2.0,54.0,4,7,20,13
1,0021900325,1610612744,Warriors,GSW,Golden State,240:00,14.0,2.0,10.0,42.0,14.0,19.0,11.0,40.0,4,2,19,20,1610612741,Bulls,CHI,Chicago,240:00,14.0,19.0,11.0,40.0,14.0,2.0,10.0,42.0,2,4,20,19
2,0021900325,1610612741,Bulls,CHI,Chicago,240:00,14.0,19.0,11.0,40.0,14.0,2.0,10.0,42.0,2,4,20,19,1610612744,Warriors,GSW,Golden State,240:00,14.0,2.0,10.0,42.0,14.0,19.0,11.0,40.0,4,2,19,20
1,0021900326,1610612760,Thunder,OKC,Oklahoma City,265:00,20.0,18.0,2.0,64.0,16.0,16.0,11.0,70.0,9,2,20,29,1610612750,Timberwolves,MIN,Minnesota,265:00,16.0,16.0,11.0,70.0,20.0,18.0,2.0,64.0,2,9,29,20
2,0021900326,1610612750,Timberwolves,MIN,Minnesota,265:00,16.0,16.0,11.0,70.0,20.0,18.0,2.0,64.0,2,9,29,20,1610612760,Thunder,OKC,Oklahoma City,265:00,20.0,18.0,2.0,64.0,16.0,16.0,11.0,70.0,9,2,20,29
1,0021900327,1610612749,Bucks,MIL,Milwaukee,240:00,29.0,6.0,14.0,58.0,24.0,14.0,9.0,38.0,6,4,23,19,1610612746,Clippers,LAC,LA,240:00,24.0,14.0,9.0,38.0,29.0,6.0,14.0,58.0,4,6,19,23
2,0021900327,1610612746,Clippers,LAC,LA,240:00,24.0,14.0,9.0,38.0,29.0,6.0,14.0,58.0,4,6,19,23,1610612749,Bucks,MIL,Milwaukee,240:00,29.0,6.0,14.0,58.0,24.0,14.0,9.0,38.0,6,4,23,19
1,0021900328,1610612759,Spurs,SAS,San Antonio,265:00,9.0,19.0,5.0,36.0,19.0,21.0,7.0,42.0,5,3,16,20,1610612758,Kings,SAC,Sacramento,265:00,19.0,21.0,7.0,42.0,9.0,19.0,5.0,36.0,3,5,20,16
2,0021900328,1610612758,Kings,SAC,Sacramento,265:00,19.0,21.0,7.0,42.0,9.0,19.0,5.0,36.0,3,5,20,16,1610612759,Spurs,SAS,San Antonio,265:00,9.0,19.0,5.0,36.0,19.0,21.0,7.0,42.0,5,3,16,20
1,0021900329,1610612757,Trail Blazers,POR,Portland,240:00,12.0,4.0,12.0,46.0,23.0,15.0,20.0,48.0,4,8,25,23,1610612747,Lakers,LAL,Los Angeles,240:00,23.0,15.0,20.0,48.0,12.0,4.0,12.0,46.0,8,4,23,25
2,0021900329,1610612747,Lakers,LAL,Los Angeles,240:00,23.0,15.0,20.0,48.0,12.0,4.0,12.0,46.0,8,4,23,25,1610612757,Trail Blazers,POR,Portland,240:00,12.0,4.0,12.0,46.0,23.0,15.0,20.0,48.0,4,8,25,23
1,0021900330,1610612740,Pelicans,NOP,New Orleans,240:00,10.0,6.0,14.0,50.0,22.0,16.0,11.0,60.0,2,4,23,17,1610612742,Mavericks,DAL,Dallas,240:00,22.0,16.0,11.0,60.0,10.0,6.0,14.0,50.0,4,2,17,23
2,0021900330,1610612742,Mavericks,DAL,Dallas,240:00,22.0,16.0,11.0,60.0,10.0,6.0,14.0,50.0,4,2,17,23,1610612740,Pelicans,NOP,New Orleans,240:00,10.0,6.0,14.0,50.0,22.0,16.0,11.0,60.0,2,4,23,17
1,0021900331,1610612752,Knicks,NYK,New York,240:00,18.0,12.0,8.0,48.0,19.0,4.0,4.0,44.0,6,9,14,17,1610612754,Pacers,IND,Indiana,240:00,19.0,4.0,4.0,44.0,18.0,12.0,8.0,48.0,9,6,17,14
2,0021900331,1610612754,Pacers,IND,Indiana,240:00,19.0,4.0,4.0,44.0,18.0,12.0,8.0,48.0,9,6,17,14,1610612752,Knicks,NYK,New York,240:00,18.0,12.0,8.0,48.0,19.0,4.0,4.0,44.0,6,9,14,17
1,0021900332,1610612755,76ers,PHI,Philadelphia,240:00,29.0,12.0,30.0,82.0,9.0,14.0,7.0,52.0,8,0,16,17,1610612739,Cavaliers,CLE,Cleveland,240:00,9.0,14.0,7.0,52.0,29.0,12.0,30.0,82.0,0,8,17,16
2,0021900332,1610612739,Cavaliers,CLE,Cleveland,240:00,9.0,14.0,7.0,52.0,29.0,12.0,30.0,82.0,0,8,17,16,1610612755,76ers,PHI,Philadelphia,240:00,29.0,12.0,30.0,82.0,9.0,14.0,7.0,52.0,8,0,16,17
1,0021900333,1610612756,Suns,PHX,Phoenix,240:00,17.0,17.0,9.0,44.0,18.0,7.0,18.0,58.0,3,7,25,28,1610612745,Rockets,HOU,Houston,240:00,18.0,7.0,18.0,58.0,17.0,17.0,9.0,44.0,7,3,28,25
2,0021900333,1610612745,Rockets,HOU,Houston,240:00,18.0,7.0,18.0,58.0,17.0,17.0,9.0,44.0,7,3,28,25,1610612756,Suns,PHX,Phoenix,240:00,17.0,17.0,9.0,44.0,18.0,7.0,18.0,58.0,3,7,25,28
1,0021900334,1610612762,Jazz,UTA,Utah,240:00,20.0,10.0,8.0,50.0,33.0,0.0,21.0,64.0,0,3,25,19,1610612763,Grizzlies,MEM,Memphis,240:00,33.0,0.0,21.0,64.0,20.0,10.0,8.0,50.0,3,0,19,25
2,0021900334,1610612763,Grizzlies,MEM,Memphis,240:00,33.0,0.0,21.0,64.0,20.0,10.0,8.0,50.0,3,0,19,25,1610612762,Jazz,UTA,Utah,240:00,20.0,10.0,8.0,50.0,33.0,0.0,21.0,64.0,0,3,25,19
1,0021900335,1610612743,Nuggets,DEN,Denver,240:00,10.0,3.0,6.0,22.0,19.0,9.0,4.0,66.0,5,1,23,15,1610612751,Nets,BKN,Brooklyn,240:00,19.0,9.0,4.0,66.0,10.0,3.0,6.0,22.0,1,5,15,23
2,0021900335,1610612751,Nets,BKN,Brooklyn,240:00,19.0,9.0,4.0,66.0,10.0,3.0,6.0,22.0,1,5,15,23,1610612743,Nuggets,DEN,Denver,240:00,10.0,3.0,6.0,22.0,19.0,9.0,4.0,66.0,5,1,23,15
1,0021900336,1610612766,Hornets,CHA,Charlotte,240:00,20.0,16.0,11.0,50.0,15.0,18.0,11.0,48.0,3,8,17,24,1610612737,Hawks,ATL,Atlanta,240:00,15.0,18.0,11.0,48.0,20.0,16.0,11.0,50.0,8,3,24,17
2,0021900336,1610612737,Hawks,ATL,Atlanta,240:00,15.0,18.0,11.0,48.0,20.0,16.0,11.0,50.0,8,3,24,17,1610612766,Hornets,CHA,Charlotte,240:00,20.0,16.0,11.0,50.0,15.0,18.0,11.0,48.0,3,8,17,24
1,0021900337,1610612748,Heat,MIA,Miami,265:00,16.0,12.0,8.0,38.0,15.0,8.0,10.0,40.0,2,1,23,31,1610612741,Bulls,CHI,Chicago,265:00,15.0,8.0,10.0,40.0,16.0,12.0,8.0,38.0,1,2,31,23
2,0021900337,1610612741,Bulls,CHI,Chicago,265:00,15.0,8.0,10.0,40.0,16.0,12.0,8.0,38.0,1,2,31,23,1610612748,Heat,MIA,Miami,265:00,16.0,12.0,8.0,38.0,15.0,8.0,10.0,40.0,2,1,23,31
1,0021900338,1610612761,Raptors,TOR,Toronto,240:00,28.0,20.0,15.0,54.0,16.0,8.0,12.0,44.0,4,5,22,18,1610612755,76ers,PHI,Philadelphia,240:00,16.0,8.0,12.0,44.0,28.0,20.0,15.0,54.0,5,4,18,22
2,0021900338,1610612755,76ers,PHI,Philadelphia,240:00,16.0,8.0,12.0,44.0,28.0,20.0,15.0,54.0,5,4,18,22,1610612761,Raptors,TOR,Toronto,240:00,28.0,20.0,15.0,54.0,16.0,8.0,12.0,44.0,4,5,22,18
1,0021900339,1610612764,Wizards,WAS,Washington,240:00,27.0,16.0,13.0,42.0,24.0,14.0,9.0,46.0,3,4,22,26,1610612746,Clippers,LAC,LA,240:00,24.0,14.0,9.0,46.0,27.0,16.0,13.0,42.0,4,3,26,22
2,0021900339,1610612746,Clippers,LAC,LA,240:00,24.0,14.0,9.0,46.0,27.0,16.0,13.0,42.0,4,3,26,22,1610612764,Wizards,WAS,Washington,240:00,27.0,16.0,13.0,42.0,24.0,14.0,9.0,46.0,3,4,22,26
1,0021900340,1610612758,Kings,SAC,Sacramento,240:00,16.0,10.0,16.0,50.0,20.0,11.0,5.0,42.0,1,1,16,11,1610612742,Mavericks,DAL,Dallas,240:00,20.0,11.0,5.0,42.0,16.0,10.0,16.0,50.0,1,1,11,16
2,0021900340,1610612742,Mavericks,DAL,Dallas,240:00,20.0,11.0,5.0,42.0,16.0,10.0,16.0,50.0,1,1,11,16,1610612758,Kings,SAC,Sacramento,240:00,16.0,10.0,16.0,50.0,20.0,11.0,5.0,42.0,1,1,16,11
1,0021900341,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,6.0,42.0,8.0,22.0,7.0,34.0,8,2,26,22,1610612760,Thunder,OKC,Oklahoma City,240:00,8.0,22.0,7.0,34.0,10.0,11.0,6.0,42.0,2,8,22,26
2,0021900341,1610612760,Thunder,OKC,Oklahoma City,240:00,8.0,22.0,7.0,34.0,10.0,11.0,6.0,42.0,2,8,22,26,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,6.0,42.0,8.0,22.0,7.0,34.0,8,2,26,22
1,0021900342,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,25.0,52.0,28.0,11.0,32.0,70.0,6,1,18,19,1610612747,Lakers,LAL,Los Angeles,240:00,28.0,11.0,32.0,70.0,14.0,8.0,25.0,52.0,1,6,19,18
2,0021900342,1610612747,Lakers,LAL,Los Angeles,240:00,28.0,11.0,32.0,70.0,14.0,8.0,25.0,52.0,1,6,19,18,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,25.0,52.0,28.0,11.0,32.0,70.0,6,1,18,19
1,0021900343,1610612746,Clippers,LAC,LA,240:00,10.0,17.0,13.0,56.0,9.0,15.0,20.0,36.0,7,3,16,21,1610612754,Pacers,IND,Indiana,240:00,9.0,15.0,20.0,36.0,10.0,17.0,13.0,56.0,3,7,21,16
2,0021900343,1610612754,Pacers,IND,Indiana,240:00,9.0,15.0,20.0,36.0,10.0,17.0,13.0,56.0,3,7,21,16,1610612746,Clippers,LAC,LA,240:00,10.0,17.0,13.0,56.0,9.0,15.0,20.0,36.0,7,3,16,21
1,0021900344,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,26.0,10.0,52.0,18.0,8.0,17.0,46.0,2,9,11,19,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,17.0,46.0,18.0,26.0,10.0,52.0,9,2,19,11
2,0021900344,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,17.0,46.0,18.0,26.0,10.0,52.0,9,2,19,11,1610612739,Cavaliers,CLE,Cleveland,240:00,18.0,26.0,10.0,52.0,18.0,8.0,17.0,46.0,2,9,11,19
1,0021900345,1610612761,Raptors,TOR,Toronto,240:00,19.0,15.0,11.0,48.0,17.0,9.0,12.0,46.0,9,4,12,20,1610612741,Bulls,CHI,Chicago,240:00,17.0,9.0,12.0,46.0,19.0,15.0,11.0,48.0,4,9,20,12
2,0021900345,1610612741,Bulls,CHI,Chicago,240:00,17.0,9.0,12.0,46.0,19.0,15.0,11.0,48.0,4,9,20,12,1610612761,Raptors,TOR,Toronto,240:00,19.0,15.0,11.0,48.0,17.0,9.0,12.0,46.0,9,4,12,20
1,0021900346,1610612758,Kings,SAC,Sacramento,240:00,21.0,12.0,12.0,34.0,13.0,7.0,4.0,42.0,5,6,17,20,1610612745,Rockets,HOU,Houston,240:00,13.0,7.0,4.0,42.0,21.0,12.0,12.0,34.0,6,5,20,17
2,0021900346,1610612745,Rockets,HOU,Houston,240:00,13.0,7.0,4.0,42.0,21.0,12.0,12.0,34.0,6,5,20,17,1610612758,Kings,SAC,Sacramento,240:00,21.0,12.0,12.0,34.0,13.0,7.0,4.0,42.0,5,6,17,20
1,0021900347,1610612753,Magic,ORL,Orlando,240:00,22.0,7.0,25.0,36.0,13.0,16.0,13.0,46.0,10,4,18,19,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,16.0,13.0,46.0,22.0,7.0,25.0,36.0,4,10,19,18
2,0021900347,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,16.0,13.0,46.0,22.0,7.0,25.0,36.0,4,10,19,18,1610612753,Magic,ORL,Orlando,240:00,22.0,7.0,25.0,36.0,13.0,16.0,13.0,46.0,10,4,18,19
1,0021900348,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,5.0,27.0,56.0,12.0,16.0,13.0,42.0,1,3,22,20,1610612765,Pistons,DET,Detroit,240:00,12.0,16.0,13.0,42.0,17.0,5.0,27.0,56.0,3,1,20,22
2,0021900348,1610612765,Pistons,DET,Detroit,240:00,12.0,16.0,13.0,42.0,17.0,5.0,27.0,56.0,3,1,20,22,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,5.0,27.0,56.0,12.0,16.0,13.0,42.0,1,3,22,20
1,0021900349,1610612756,Suns,PHX,Phoenix,240:00,22.0,26.0,22.0,52.0,11.0,20.0,7.0,66.0,5,7,23,23,1610612750,Timberwolves,MIN,Minnesota,240:00,11.0,20.0,7.0,66.0,22.0,26.0,22.0,52.0,7,5,23,23
2,0021900349,1610612750,Timberwolves,MIN,Minnesota,240:00,11.0,20.0,7.0,66.0,22.0,26.0,22.0,52.0,7,5,23,23,1610612756,Suns,PHX,Phoenix,240:00,22.0,26.0,22.0,52.0,11.0,20.0,7.0,66.0,5,7,23,23
1,0021900350,1610612762,Jazz,UTA,Utah,240:00,6.0,6.0,13.0,52.0,19.0,3.0,12.0,42.0,0,7,16,20,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,3.0,12.0,42.0,6.0,6.0,13.0,52.0,7,0,20,16
2,0021900350,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,3.0,12.0,42.0,6.0,6.0,13.0,52.0,7,0,20,16,1610612762,Jazz,UTA,Utah,240:00,6.0,6.0,13.0,52.0,19.0,3.0,12.0,42.0,0,7,16,20
1,0021900351,1610612763,Grizzlies,MEM,Memphis,240:00,24.0,5.0,25.0,44.0,20.0,15.0,10.0,40.0,6,6,20,21,1610612744,Warriors,GSW,Golden State,240:00,20.0,15.0,10.0,40.0,24.0,5.0,25.0,44.0,6,6,21,20
2,0021900351,1610612744,Warriors,GSW,Golden State,240:00,20.0,15.0,10.0,40.0,24.0,5.0,25.0,44.0,6,6,21,20,1610612763,Grizzlies,MEM,Memphis,240:00,24.0,5.0,25.0,44.0,20.0,15.0,10.0,40.0,6,6,20,21
1,0021900352,1610612764,Wizards,WAS,Washington,240:00,14.0,16.0,9.0,46.0,12.0,18.0,8.0,40.0,7,4,24,26,1610612766,Hornets,CHA,Charlotte,240:00,12.0,18.0,8.0,40.0,14.0,16.0,9.0,46.0,4,7,26,24
2,0021900352,1610612766,Hornets,CHA,Charlotte,240:00,12.0,18.0,8.0,40.0,14.0,16.0,9.0,46.0,4,7,26,24,1610612764,Wizards,WAS,Washington,240:00,14.0,16.0,9.0,46.0,12.0,18.0,8.0,40.0,7,4,24,26
1,0021900353,1610612755,76ers,PHI,Philadelphia,240:00,12.0,16.0,19.0,38.0,15.0,4.0,9.0,48.0,3,9,15,14,1610612743,Nuggets,DEN,Denver,240:00,15.0,4.0,9.0,48.0,12.0,16.0,19.0,38.0,9,3,14,15
2,0021900353,1610612743,Nuggets,DEN,Denver,240:00,15.0,4.0,9.0,48.0,12.0,16.0,19.0,38.0,9,3,14,15,1610612755,76ers,PHI,Philadelphia,240:00,12.0,16.0,19.0,38.0,15.0,4.0,9.0,48.0,3,9,15,14
1,0021900354,1610612748,Heat,MIA,Miami,265:00,14.0,14.0,15.0,68.0,17.0,11.0,0.0,44.0,3,6,17,23,1610612737,Hawks,ATL,Atlanta,265:00,17.0,11.0,0.0,44.0,14.0,14.0,15.0,68.0,6,3,23,17
2,0021900354,1610612737,Hawks,ATL,Atlanta,265:00,17.0,11.0,0.0,44.0,14.0,14.0,15.0,68.0,6,3,23,17,1610612748,Heat,MIA,Miami,265:00,14.0,14.0,15.0,68.0,17.0,11.0,0.0,44.0,3,6,17,23
1,0021900355,1610612757,Trail Blazers,POR,Portland,240:00,14.0,10.0,14.0,34.0,9.0,13.0,13.0,48.0,7,3,21,18,1610612752,Knicks,NYK,New York,240:00,9.0,13.0,13.0,48.0,14.0,10.0,14.0,34.0,3,7,18,21
2,0021900355,1610612752,Knicks,NYK,New York,240:00,9.0,13.0,13.0,48.0,14.0,10.0,14.0,34.0,3,7,18,21,1610612757,Trail Blazers,POR,Portland,240:00,14.0,10.0,14.0,34.0,9.0,13.0,13.0,48.0,7,3,21,18
1,0021900356,1610612745,Rockets,HOU,Houston,240:00,30.0,10.0,20.0,48.0,23.0,15.0,13.0,54.0,6,4,14,15,1610612739,Cavaliers,CLE,Cleveland,240:00,23.0,15.0,13.0,54.0,30.0,10.0,20.0,48.0,4,6,15,14
2,0021900356,1610612739,Cavaliers,CLE,Cleveland,240:00,23.0,15.0,13.0,54.0,30.0,10.0,20.0,48.0,4,6,15,14,1610612745,Rockets,HOU,Houston,240:00,30.0,10.0,20.0,48.0,23.0,15.0,13.0,54.0,6,4,14,15
1,0021900357,1610612754,Pacers,IND,Indiana,240:00,24.0,5.0,22.0,46.0,17.0,9.0,9.0,48.0,4,4,18,27,1610612738,Celtics,BOS,Boston,240:00,17.0,9.0,9.0,48.0,24.0,5.0,22.0,46.0,4,4,27,18
2,0021900357,1610612738,Celtics,BOS,Boston,240:00,17.0,9.0,9.0,48.0,24.0,5.0,22.0,46.0,4,4,27,18,1610612754,Pacers,IND,Indiana,240:00,24.0,5.0,22.0,46.0,17.0,9.0,9.0,48.0,4,4,18,27
1,0021900358,1610612753,Magic,ORL,Orlando,240:00,16.0,11.0,14.0,48.0,14.0,16.0,8.0,40.0,5,4,17,17,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,16.0,8.0,40.0,16.0,11.0,14.0,48.0,4,5,17,17
2,0021900358,1610612747,Lakers,LAL,Los Angeles,240:00,14.0,16.0,8.0,40.0,16.0,11.0,14.0,48.0,4,5,17,17,1610612753,Magic,ORL,Orlando,240:00,16.0,11.0,14.0,48.0,14.0,16.0,8.0,40.0,5,4,17,17
1,0021900359,1610612761,Raptors,TOR,Toronto,240:00,20.0,20.0,12.0,40.0,12.0,21.0,11.0,44.0,8,5,24,21,1610612746,Clippers,LAC,LA,240:00,12.0,21.0,11.0,44.0,20.0,20.0,12.0,40.0,5,8,21,24
2,0021900359,1610612746,Clippers,LAC,LA,240:00,12.0,21.0,11.0,44.0,20.0,20.0,12.0,40.0,5,8,21,24,1610612761,Raptors,TOR,Toronto,240:00,20.0,20.0,12.0,40.0,12.0,21.0,11.0,44.0,8,5,24,21
1,0021900360,1610612766,Hornets,CHA,Charlotte,240:00,11.0,17.0,16.0,36.0,9.0,18.0,9.0,52.0,6,3,23,21,1610612751,Nets,BKN,Brooklyn,240:00,9.0,18.0,9.0,52.0,11.0,17.0,16.0,36.0,3,6,21,23
2,0021900360,1610612751,Nets,BKN,Brooklyn,240:00,9.0,18.0,9.0,52.0,11.0,17.0,16.0,36.0,3,6,21,23,1610612766,Hornets,CHA,Charlotte,240:00,11.0,17.0,16.0,36.0,9.0,18.0,9.0,52.0,6,3,23,21
1,0021900361,1610612741,Bulls,CHI,Chicago,240:00,36.0,6.0,33.0,78.0,13.0,9.0,18.0,42.0,7,5,25,20,1610612737,Hawks,ATL,Atlanta,240:00,13.0,9.0,18.0,42.0,36.0,6.0,33.0,78.0,5,7,20,25
2,0021900361,1610612737,Hawks,ATL,Atlanta,240:00,13.0,9.0,18.0,42.0,36.0,6.0,33.0,78.0,5,7,20,25,1610612741,Bulls,CHI,Chicago,240:00,36.0,6.0,33.0,78.0,13.0,9.0,18.0,42.0,7,5,25,20
1,0021900362,1610612762,Jazz,UTA,Utah,240:00,12.0,17.0,0.0,48.0,14.0,15.0,7.0,48.0,7,3,22,19,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,15.0,7.0,48.0,12.0,17.0,0.0,48.0,3,7,19,22
2,0021900362,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,15.0,7.0,48.0,12.0,17.0,0.0,48.0,3,7,19,22,1610612762,Jazz,UTA,Utah,240:00,12.0,17.0,0.0,48.0,14.0,15.0,7.0,48.0,7,3,22,19
1,0021900363,1610612756,Suns,PHX,Phoenix,240:00,27.0,10.0,12.0,48.0,11.0,21.0,9.0,50.0,4,4,20,28,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,21.0,9.0,50.0,27.0,10.0,12.0,48.0,4,4,28,20
2,0021900363,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,21.0,9.0,50.0,27.0,10.0,12.0,48.0,4,4,28,20,1610612756,Suns,PHX,Phoenix,240:00,27.0,10.0,12.0,48.0,11.0,21.0,9.0,50.0,4,4,20,28
1,0021900364,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,14.0,22.0,36.0,20.0,12.0,15.0,48.0,5,2,17,17,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,12.0,15.0,48.0,17.0,14.0,22.0,36.0,2,5,17,17
2,0021900364,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,12.0,15.0,48.0,17.0,14.0,22.0,36.0,2,5,17,17,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,14.0,22.0,36.0,20.0,12.0,15.0,48.0,5,2,17,17
1,0021900365,1610612758,Kings,SAC,Sacramento,240:00,14.0,15.0,14.0,48.0,18.0,7.0,12.0,38.0,3,8,21,16,1610612760,Thunder,OKC,Oklahoma City,240:00,18.0,7.0,12.0,38.0,14.0,15.0,14.0,48.0,8,3,16,21
2,0021900365,1610612760,Thunder,OKC,Oklahoma City,240:00,18.0,7.0,12.0,38.0,14.0,15.0,14.0,48.0,8,3,16,21,1610612758,Kings,SAC,Sacramento,240:00,14.0,15.0,14.0,48.0,18.0,7.0,12.0,38.0,3,8,21,16
1,0021900366,1610612752,Knicks,NYK,New York,265:00,11.0,15.0,17.0,54.0,27.0,21.0,19.0,52.0,7,6,24,25,1610612744,Warriors,GSW,Golden State,265:00,27.0,21.0,19.0,52.0,11.0,15.0,17.0,54.0,6,7,25,24
2,0021900366,1610612744,Warriors,GSW,Golden State,265:00,27.0,21.0,19.0,52.0,11.0,15.0,17.0,54.0,6,7,25,24,1610612752,Knicks,NYK,New York,265:00,11.0,15.0,17.0,54.0,27.0,21.0,19.0,52.0,7,6,24,25
1,0021900367,1610612755,76ers,PHI,Philadelphia,240:00,9.0,18.0,10.0,44.0,12.0,17.0,10.0,48.0,8,7,19,25,1610612738,Celtics,BOS,Boston,240:00,12.0,17.0,10.0,48.0,9.0,18.0,10.0,44.0,7,8,25,19
2,0021900367,1610612738,Celtics,BOS,Boston,240:00,12.0,17.0,10.0,48.0,9.0,18.0,10.0,44.0,7,8,25,19,1610612755,76ers,PHI,Philadelphia,240:00,9.0,18.0,10.0,44.0,12.0,17.0,10.0,48.0,8,7,19,25
1,0021900368,1610612759,Spurs,SAS,San Antonio,265:00,27.0,3.0,18.0,56.0,11.0,14.0,9.0,50.0,7,3,21,22,1610612739,Cavaliers,CLE,Cleveland,265:00,11.0,14.0,9.0,50.0,27.0,3.0,18.0,56.0,3,7,22,21
2,0021900368,1610612739,Cavaliers,CLE,Cleveland,265:00,11.0,14.0,9.0,50.0,27.0,3.0,18.0,56.0,3,7,22,21,1610612759,Spurs,SAS,San Antonio,265:00,27.0,3.0,18.0,56.0,11.0,14.0,9.0,50.0,7,3,21,22
1,0021900369,1610612765,Pistons,DET,Detroit,240:00,16.0,13.0,11.0,50.0,11.0,18.0,16.0,50.0,2,5,16,21,1610612742,Mavericks,DAL,Dallas,240:00,11.0,18.0,16.0,50.0,16.0,13.0,11.0,50.0,5,2,21,16
2,0021900369,1610612742,Mavericks,DAL,Dallas,240:00,11.0,18.0,16.0,50.0,16.0,13.0,11.0,50.0,5,2,21,16,1610612765,Pistons,DET,Detroit,240:00,16.0,13.0,11.0,50.0,11.0,18.0,16.0,50.0,2,5,16,21
